name,quote
Daniel Akst,"What mattered was not what happens to you, but how you handle it. Self-command is required to overcome the dangerous misinformation of our emotions, and because for the most part the self is the only thing that we can command. We have no control, ultimately, over what people do or think. What we can influence is our understanding of these circumstances and how we respond to them."
Daniel Akst,"What self-control doesn't mean is mindless self-sacrifice or knee-jerk self-denial. On the contrary, it represents an affirmation of self, for it requires not the negation of instinct but its integration into a more complete form of character-one that takes account of more than just immediate pleasures and pains. The self-control I'm talking about means acting in keeping with your highest level of reflection."
Daniel Akst,"When we exercise self-control on a given occasion, we win for ourselves a little credibility we can rely on the next time around. Pretty soon we develop a reputation to ourselves that we want badly to uphold. With each test that we meet, our resolve gains momentum, fueled by the fear that we may succumb and establish a damaging precedent for our own weakness."
Daniel Akst,"While we don't have much say over the desires that we have, we certainly can decide which we prefer-and then search for ways to act on that basis."
Anouk Aimee,You can only perceive real beauty in a person as they get older.
Howard Aiken,"Don't worry about people stealing an idea. If it's original, you will have to ram it down their throats."
George Aiken,"If we were to wake up some morning and find that everyone was the same race, creed and color, we would find some other cause for prejudice by noon."
Eden Ahbez,The greatest thing you'll ever learn is just to love and be loved in return.
Agesilaus the Second,"Courage is of no value unless accompanied by justice; yet if all men became just, there would be no need for courage."
James Agee,"In every child who is born under no matter what circumstances and of no matter what parents, the potentiality of the human race is born again, and in him, too, once more, and each of us, our terrific responsibility toward human life: toward the utmost idea of goodness, of the horror of terrorism, and of God."
Agathon,Even God cannot change the past.
Agathon,This only is denied to God: the power to undo the past.
Andre Agassi,"What makes something special is not just what you have to gain, but what you feel there is to lose."
Herbert Agar ,Man tends to treat all opinions as principles.
Herbert Agar ,The truth that makes men free is for the most part the truth which men prefer not to hear.
Afranius,The wise man will love; all others will desire.
Aesop,Better be wise by the misfortunes of others than by your own.
Aesop,In critical moments even the very powerful have need of the weakest.
Aesop,"Injuries may be forgiven, but not forgotten."
Aesop,It is easy to be brave from a safe distance.
Aesop,"It is with our passions, as it is with fire and water, they are good servants but bad masters."
Aesop,Never trust the advice of a man in difficulties.
Aesop,Persuasion is often more effectual than force.
Aesop,The smaller the mind the greater the conceit.
Aesop,"United we stand, divided we fall."
Aesop,We hang the petty thieves and appoint the great ones to public office.
Aesop,"What a splendid head, yet no brain."
Aesop,Put your shoulder to the wheel.
Aesop,The gods help them that help themselves.
Aesop,Be content with your lot; one cannot be first in everything.
Aesop,It is thrifty to prepare today for the wants of tomorrow.
Aesop,Union gives strength.
Aesop,Beware lest you lose the substance by grasping at the shadow.
Aesop,People often grudge others what they cannot enjoy themselves.
Aesop,The shaft of the arrow had been feathered with one of the eagle's own plumes. We often give our enemies the means of our own destruction.
Aesop,I am sure the grapes are sour.
Aeschylus,"He who learns must suffer, and, even in our sleep, pain that cannot forget falls drop by drop upon the heart, and in our own despair, against our will, comes wisdom to us by the awful grace of God."
Aeschylus,"In war, truth is the first casualty."
Aeschylus,"It is a profitable thing, if one is wise, to seem foolish."
Aeschylus,"Death is better, a milder fate than tyranny."
Aeschylus,I know how men in exile feed on dreams of hope.
Aeschylus,It is in the character of very few men to honor without envy a friend who has prospered.
Aeschylus,Only when man's life comes to its end in prosperity can one call that man happy.
Aeschylus,"For somehow this is tyranny's disease, to trust no friends."
Aeschylus,Time as he grows old teaches all things.
Aeschylus,Words are the physicians of the mind diseased.
Aeschylus,Destiny waits alike for the free man as well as for him enslaved by another's might.
Aeschylus,"His resolve is not to seem, but to be, the best."
Richard P. Adler,All television is children's television.
Mortimer Adler,"The purpose of learning is growth, and our minds, unlike our bodies, can continue growing as we live."
